"track","artist","stream_on_youtube","stream_on_spotify"
"I'm Yours","Lofi Fruits Music","0","51491441"
"THE SCOTTS","Kid Cudi","0","680687567"
"Tenenbaum","The Paper Kites","0","11861391"
"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","Gzuz","0","132871349"
"The Drugs Don't Work","The Verve","0","106804662"
"Body","Summer Walker","0","100402877"
"Creepin' (with The Weeknd & 21 Savage)","The Weeknd","0","279832635"
"One Kiss (with Dua Lipa)","Calvin Harris","0","1719434482"
"Ratatouille Main Theme","Michael Giacchino","0","21043380"
"Chocolate (feat. Young Thug and Gunna)","Quavo","0","16144126"
"Night Job","Bas","0","68494856"
"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper","0","470681037"
"Southern Star","Gregory Alan Isakov","0","9644868"
"Color Esperanza 2020","Carlos Rivera","0","89466323"
"Debaixo do Cobertor","João Gomes","0","31424115"
"Follow Me","Sam Feldt","0","82813284"
"SLOW DANCING IN THE DARK","Joji","0","1018639988"
"Heartbeat","The Fray","0","31227132"
"Change","Bailey Zimmerman","0","26227619"
"California Breeze","Lil Baby","0","50263978"
"Welcome To The Circus","Five Finger Death Punch","0","22504875"
"VáPurMim - Ao Vivo","Leo Santana","0","3987191"
"Can't Tame Her","Zara Larsson","0","2283487"
"Waktu Yang Salah","Fiersa Besari","0","135786623"
"Caminemos de la Mano","Pailita","0","29328988"
"For Your Babies","Simply Red","0","74953424"
"No Rest for the Wicked","Lykke Li","0","45674541"
"3, 2, 1","24kGoldn","0","86089077"
"Mollami Pt.2","Guè","0","3554467"
"Generate - Radio Edit","Eric Prydz","0","18651491"
"Wild Things","Alessia Cara","0","393933488"
"Burden In My Hand","Soundgarden","0","55100314"
"Our Song","Niall Horan","0","195645306"
"Pagtingin","Ben&Ben","0","135481868"
"fuck, i'm lonely","Anne-Marie","0","455322239"
"Destroy Myself Just For You","Montell Fish","0","55787823"
"idfc","blackbear","0","928160190"
"Kings & Queens","Ava Max","0","728146413"
"Not In Love - Radio Version","Crystal Castles","0","67587798"
"Lex","Ratatat","0","12160763"
"Algo Contigo (with Our Latin Thing)","Vicentico","0","35154554"
"Salt Bae","Murda","0","2099193"
"Look Down","Hugh Jackman","0","16504157"
"Rusty Cage - Remastered","Soundgarden","0","72578242"
"Kissin' In The Cold","Julia Michaels","0","35131478"
"Hot (feat. Gunna)","Young Thug","0","325401407"
"Regalame Una Noche","J Alvarez","0","70770722"
"Fear of the Water","SYML","0","37598673"
"Thenmozhi (From ""Thiruchitrambalam"")","Anirudh Ravichander","0","55429185"
"Diamant","RAF Camora","0","16057260"
"Back to the Old House - 2011 Remaster","The Smiths","0","52172595"
"Phone Numbers","Dominic Fike","0","190133936"
"Sadis","Afgan","0","17656452"
"Work With My Love","Alok","0","6780558"
"Good Life","OneRepublic","0","319781459"
"Magnets","Disclosure","0","186078668"
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Nightcrawlers","0","793885325"
"PARA","UZI","0","42035072"
"O Que É Que Tem","Jorge & Mateus","0","60045078"
"King Snipe","Kodak Black","0","7316028"
"Beautiful (feat. Camila Cabello)","Camila Cabello","0","662284883"
"Water (Drowning Pt. 2) [feat. Kodak Black]","A Boogie Wit da Hoodie","0","18785949"
"Mama (feat. Nitro)","Gemitaiz","0","34380762"
"All The Stars (with SZA)","Kendrick Lamar","0","1170951511"
"ROCKSTAR (feat. Roddy Ricch)","DaBaby","0","1490721785"
"Volando - Remix","Mora","0","545505864"
"Music For a Sushi Restaurant","Harry Styles","0","252194760"
"La Noche","Lyanno","0","11451257"
"i love you","Billie Eilish","0","724306879"
"Heaven","Calum Scott","0","19199245"
"Chit Chat","French Montana","0","3574337"
"If It Means A Lot To You","A Day To Remember","0","205562179"
"Se Menea","Nio Garcia","0","82318778"
"Not Allowed","TV Girl","0","288381248"
"Tip Toe (feat. French Montana)","French Montana","0","346367209"
"Fallen Down","Toby Fox","0","92706296"
"528 Hz Love Frequency","Miracle Tones","0","56939333"
"Cuando Me Dirá","Ñengo Flow","0","44434239"
"Iam The Stripclub","Iggy Azalea","0","18969948"
"Qué Más Pues?","Maria Becerra","0","658756141"
"System (feat. WizKid)","Dave","0","52096692"
"KICK BACK -ANIME edit","Kenshi Yonezu","0","3074563"
"Whatever It Is","Zac Brown Band","0","111423020"
"Call You Mine","The Chainsmokers","0","557976087"
"Can't Fight City Halloween","Michael Giacchino","0","6234327"
"Brighter Than The Sun","Colbie Caillat","0","110933933"
"NUN SE VER (feat. Guè)","Guè","0","3573202"
"Better Days","Ray Dalton","0","5879650"
"Me Pregunto","Belanova","0","22265313"
"Oru Manam (From ""Dhruva Natchathiram"")","Shashaa Tirupati","0","14201967"
"Afrodisíaco","Kizzy","0","920589"
"Aftertaste","Loud Luxury","0","48683130"
"¿Cómo Pagarte?","Carlos Rivera","0","171007432"
"528 Hz Release Inner Conflict & Struggle","Solfeggio Healing Frequencies MT","0","50378461"
"Fire To The Fuse","League of Legends","0","10319030"
"Russian Cream","Key Glock","0","136899082"
"ERRO PLANEJADO - Ao Vivo","Henrique & Juliano","0","132308936"
"Kamikaze","MØ","0","113088479"
"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]","City Girls","0","39767295"
"Ferrari Horses","D-Block Europe","0","72907896"
"Set do G15 - A Revoada Começou","MC Ryan SP","0","30554321"
"Good Grief","Bastille","0","269955637"
"Bye","Oscar Maydon","0","7924445"
"Mainstreet","Bob Seger","0","30724223"
"All Night - Slowed N Reverb","The Vamps","0","30182873"
"PANICO (feat. Takagi & Ketra)","Lazza","0","55949711"
"Afterlife","Arcade Fire","0","58185831"
"mmadu","CKay","0","5871533"
"Cadeau (feat. Tiakola)","Aya Nakamura","0","1338807"
"Warm - Remix","Skepta","0","6217206"
"Ser O Parecer","Dulce María","0","47353906"
"¿Qué Ha Pasao'?","Sofía Reyes","0","126149810"
"Honoré","Lorenzo","0","2057667"
"Location (feat. Burna Boy)","Dave","0","393279498"
"Revoada do Tubarão 3","Mc Don Juan","0","19891077"
"after dark x sweater weather","creamy","0","26810637"
"Chanel","Frank Ocean","0","610863182"
"The Schuyler Sisters","Leslie Odom Jr.","0","204595220"
"Goodnigth Menina","Mc IG","0","7234040"
"That's My N**** (with Meek Mill, YG & Snoop Dogg)","YG","0","248359900"
"Our Love (From the series Arcane League of Legends)","Arcane","0","18778937"
"Hasta la Piel","Carla Morrison","0","84675942"
"Por Ti","Belanova","0","67278929"
"Useless","Omar Apollo","0","25646394"
"Guns and Ships","Original Broadway Cast of Hamilton","0","161006215"
"summer depression","girl in red","0","157726497"
"Blessing","Lil Tecca","0","8912213"
"Living The Dream","Five Finger Death Punch","0","43621031"
"Essence (feat. Tems)","Tems","0","155642244"
"777","Silk Sonic","0","39022468"
"528 Hz Manifest Love","Solfeggio Healing Frequencies MT","0","40723745"
"Monëy so big","Yeat","0","196286306"
"Beer Never Broke My Heart","Luke Combs","0","371425936"
"Liquidificador - Ao Vivo","Matheus Fernandes","0","2101819"
"Good Parts (when the quality is bad but I am)","LE SSERAFIM","0","20829660"
"Moth To A Flame (with The Weeknd)","Swedish House Mafia","0","481197159"
"Nadir","Fiersa Besari","0","23083391"
"Halo","Dawid Podsiad?o","0","4285418"
"RIP","Shiloh Dynasty","0","58921322"
"COLOGNE","Ovi","0","33608487"
"Backburner","NIKI","0","8283314"
"VIJA VIJA","Capital Bra","0","3663929"
"Alone","Burna Boy","0","48598047"
"Saved My Life (with R3HAB)","Andy Grammer","0","15299199"
"I'm Not Here To Make Friends","Calvin Harris","0","7259295"
"Junk Of The Heart (Happy)","The Kooks","0","138391211"
"Looking For Somebody (To Love)","The 1975","0","16762596"
"Baila Pa Mi","Lucenzo","0","21287178"
"Crazy Story","King Von","0","149470046"
"Took Her To The O","King Von","0","271607088"
"The Other Side Of Paradise","Glass Animals","0","191572842"
"Christmas Time Is Here","Vince Guaraldi Trio","0","44660880"
"Damn It Feels Good To Be Me","Andy Grammer","0","19125384"
"Only Love Can Hurt Like This (feat. Teddy Swims) - Remix","Paloma Faith","0","1175645"
"Donne-moi l’accord","Dadju","0","30256360"
"drunk","keshi","0","80708117"
"Lease On Life","Andy Grammer","0","53902768"
"PART OF ME HARDSTYLE (SPED UP)","SICK LEGEND","0","17721588"
"Again","Shiloh Dynasty","0","77570254"
"Love Don't Change","Jeremih","0","152382468"
"goverment hooker (sped up) - tiktok version","creamy","0","5259726"
"Tears Don't Fall","Bullet For My Valentine","0","262364688"
"NIGHT RIDER","Joji","0","23970638"
"Standing On The Shore","Empire of the Sun","0","38125094"
"Say You Won't Let Go","James Arthur","0","2229658373"
"Quella foto di noi due","Emis Killa","0","15055277"
"Shit Real (feat. Tee Grizzley)","Jay Rock","0","17021367"
"You","Dan + Shay","0","34774461"
"Fluorescent Adolescent","Arctic Monkeys","0","619166969"
"You'll Be Back","Original Broadway Cast of Hamilton","0","206310411"
"Pano","Zack Tabudlo","0","122621712"
"Nothing's Gonna Hurt You Baby","Cigarettes After Sex","0","216506987"
"Beer Can’t Fix","Thomas Rhett","0","131880005"
"Sie weiß (feat. Mero)","AYLIVA","0","26288770"
"Maya Nadhi - From ""Kabali""","Shweta Mohan","0","9027187"
"Caraphernelia","Pierce The Veil","0","83183581"
"Body On My","Loud Luxury","0","109438120"
"MIDDLE CHILD","J. Cole","0","1007746821"
"Let's Go (feat. Ne-Yo)","Ne-Yo","0","185851500"
"Les","Childish Gambino","0","198379916"
"Vámonos a Marte","Kevin Kaarl","0","258651134"
"Teil 14 - Fall 53: Die sieben Zinnsoldaten","Sherlock Holmes","0","102383"
"Hasarder","Lomepal","0","11945840"
"Zen (with K.Flay & grandson)","K.Flay","0","26897182"
"Este Corazón","Dulce María","0","69778344"
"Una Vaina Loca","Duki","0","165747529"
"Pompeii","Bastille","0","1229480697"
"Hoy","India Martinez","0","26757843"
"Cásate Conmigo","Belanova","0","20498757"
"Quarta Cadeira - Ao Vivo","Matheus & Kauan","0","174400674"
"The Highs & The Lows","Chance the Rapper","0","13076275"
"Say Aah (feat. Fabolous)","Trey Songz","0","114858969"
"AM","Nio Garcia","0","327952714"
"Si Supieras","Maelo Ruiz","0","38917660"
"Black Out Days - Future Islands Remix","Phantogram","0","189025213"
"Envolver","Anitta","0","478614170"
"RICCHEZZA","Geolier","0","3768704"
"Knee Deep (feat. Jimmy Buffett)","Zac Brown Band","0","295495629"
"Tras De Mí","Maite Perroni","0","55416538"
"Basiquinho - Ao Vivo","Matheus & Kauan","0","71660914"
"Maa Bava Manobhavalu (From ""Veera Simha Reddy"")","Thaman S","0","2871607"
"Love In The Dark","Adele","0","345671408"
"Normal","Feid","0","228262848"
"1985","Bo Burnham","0","49763137"
"Paper Aeroplane","Angus & Julia Stone","0","63133690"
"Love For The Streets","Young Dolph","0","6572585"
"Money's Too Tight (To Mention) - 2008 Remaster","Simply Red","0","31187279"
"Bukan Cinta Biasa","Afgan","0","23961698"
"Notice Me","Migos","0","219371216"
"Cry","Cigarettes After Sex","0","145910603"
"Sweet Disposition","The Temper Trap","0","461353954"
"Por las Noches","Peso Pluma","0","51603400"
"Se iluminaba","Ana Mena","0","119750160"
"Know Your Worth (feat. Davido & Tems)","Davido","0","49205438"
"As It Was","Harry Styles","0","1865475968"
"Hello","Evanescence","0","51165292"
"Eye Spy","Night Lovell","0","4440535"
"Iron Sky","Paolo Nutini","0","94138695"
"Fast Car","Jonas Blue","0","996278238"
"Allez dehors","Niska","0","16607115"
"FRANCHISE (feat. Young Thug & M.I.A.)","M.I.A.","0","210889608"
"Alone, Pt. II","Ava Max","0","436607077"
"bag or die","bbno$","0","3334346"
"OKUPA","WOS","0","62582087"
"Grace","Lewis Capaldi","0","243903090"
"Sálvame","Dulce María","0","156878055"
"Never Gonna Not Dance Again - Sam Feldt Remix","Sam Feldt","0","2789810"
"No One Else Like You","Adam Levine","0","38107491"
"Doin' Time","Lana Del Rey","0","390071031"
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","DJ Snake","0","200709786"
"Flexxen","Boef","0","11783906"
"Diva (feat. Lil Tecca)","The Kid LAROI","0","237096778"
"Quizas No","C-Kan","0","21315831"
"She Got the Best of Me","Luke Combs","0","356651279"
"Her Life","Two Feet","0","74146542"
"96 - Tausendundein Tor! - Teil 04","Teufelskicker","0","106871"
"El Capitán","Código FN","0","9653967"
"Till Forever Falls Apart","Ashe","0","174133714"
"Meteor Shower","Cavetown","0","77547527"
"Hace Calor - Remix","Sfera Ebbasta","0","68129601"
"Eastside (with Halsey & Khalid)","benny blanco","0","1424962511"
"Rock Bottom","Hailee Steinfeld","0","263389695"
"Leave Before You Love Me (with Jonas Brothers)","Marshmello","0","539669724"
"IICONIC","King","0","17844370"
"He Can Only Hold Her","Amy Winehouse","0","87039974"
"Already Best Friends (feat. Chris Brown)","Jack Harlow","0","153011693"
"Runner","Alex G","0","6812973"
"Graduation","NCT DREAM","0","5878579"
"Questions","James Arthur","0","51981244"
"Worlds On Fire (with R3HAB & Au/Ra)","R3HAB","0","17009287"
"Whatcha Say","Jason Derulo","0","501379264"
"Your Love Is My Drug","Kesha","0","181617723"
"Who's In Your Head","Jonas Brothers","0","57667949"
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Wiz Khalifa","0","1004661276"
"Time","Mikky Ekko","0","15431838"
"YOU'RE THE ONE","KAYTRANADA","0","134181272"
"My Universe","BTS","0","883224238"
"Fly Sh!t","Coi Leray","0","4663974"
"MIDDLE OF THE NIGHT","Elley Duhé","0","712039015"
"VERY NICE","SEVENTEEN","0","111492978"
"Sofia","Clairo","0","518264885"
"Porte Exuberante","Natanael Cano","0","135203524"
"You and I","d4vd","0","14029309"
"Skate","Silk Sonic","0","179194223"
"Devil Town","Cavetown","0","299662855"
"Ojitos Rojos","Blessd","0","7793454"
"VAI POR MIM","Mc Paiva ZS","0","12458096"
"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix","0","347562581"
"Una Vaina Loca (feat. El Potro Alvarez)","Fuego","0","41088037"
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)","Halsey","0","99934776"
"Lembranças","Maneva","0","12277785"
"Hope","XXXTENTACION","0","1063227326"
"This Suffering","Billy Talent","0","29711239"
"The Worst In Me","Tinashe","0","26617306"
"l e t . g o . m y . h a n d (with Bas & 6LACK)","Bas","0","83109952"
"Y Tú - Ranchera","Julión Álvarez y su Norteño Banda","0","37029124"
"Entertainer","ZAYN","0","174656879"
"Categoría 5","Aleman","0","65713263"
"Que Te Vaya Bien","Julión Álvarez y su Norteño Banda","0","78517888"
"The Funk","MNEK","0","3133254"
"Suelta","Jay Wheeler","0","59589553"
"All My Joy, All My Pain","Fabrizio Paterlini","0","12113747"
"Bounce Back","Big Sean","0","666145000"
"Hideaway","Brett Eldredge","0","4655724"
"Infinity (PRETTY YOUNG Remix)","Jaymes Young","0","25142932"
"Quietly Yours","Birdy","0","13283131"
"Brillo","Natanael Cano","0","65928980"
"mori","Dawid Podsiad?o","0","15761038"
"Yours","Conan Gray","0","49714219"
"Ojitos Lindos","Bomba Estéreo","0","872322869"
"All For You (with Ella Henderson)","Ella Henderson","0","13138886"
"Bombonzinho - Ao Vivo","Israel & Rodolffo","0","101263892"
"Come Over (feat. Popcaan)","Popcaan","0","64120942"
"Calm Down (with Selena Gomez)","Rema","0","375127168"
"Ma?omiasteczkowy","Dawid Podsiad?o","0","51049785"
"Bul Beni","Ezhel","0","107969332"
"Grizzly Bear","Angus & Julia Stone","0","60585078"
"Stadiums","SAINt JHN","0","3821741"
"You for Me","Rita Ora","0","116909208"
"Jungle","X Ambassadors","0","132257393"
"Lights Are On","Tom Rosenthal","0","201062286"
"Poppin","Yeat","0","78400887"
"Y Si Me Miran","Gabito Ballesteros","0","14844076"
"Sweet Little Lies","Rod Wave","0","16418357"
"Straight A's","Connor Price","0","9408398"
"Ojitos Lindos","Bad Bunny","0","872322869"
"Amém","Tz da Coronel","0","1415321"
"La Kush","Lorenzo","0","8959771"
"All-American Girl","Carrie Underwood","0","69449656"
"Infinitum","Kollegah","0","16015859"
"Thank You [Not So Bad]","Felix Jaehn","0","138913045"
"Deja","Jory Boy","0","17945558"
"The Grinch","Trippie Redd","0","194929972"
"Proper Education - Radio Edit","Eric Prydz","0","13472499"
"The Story of Tonight","Lin-Manuel Miranda","0","137649190"
"Looking for You","Chris Young","0","1413219"
"Vuelve","Fran C","0","4556433"
"Find U Again (feat. Camila Cabello)","Mark Ronson","0","223322925"
"Believer","SYML","0","1468000"
"Maniac","Conan Gray","0","657779469"
"Lo Mejor De Lo Mejor","La Maquinaria Norteña","0","2162760"
"You Can’t Change Me (feat. Raye)","RAYE","0","8940221"
"What They Want","Russ","0","473672996"
"Smile","Lily Allen","0","235318899"
"Way of the Triune God - Hallelujah Version","Tyler Childers","0","14409735"
"Selfies","Natanael Cano","0","26419080"
"Under Pressure","MEDUZA","0","7473859"
"Just What I Am","Kid Cudi","0","199488556"
"NEVER AGAIN","d4vd","0","2921743"
"May We All","Florida Georgia Line","0","272707182"
"pink skies","LANY","0","101559125"
"WHOLE LOTTA MONEY","BIA","0","87232855"
"ANTIFRAGILE","LE SSERAFIM","0","151225874"
"Blinded By Your Grace, Pt. 2 (feat. MNEK)","MNEK","0","103003304"
"GLOW UP","Bedoes 2115","0","5154112"
"Look On Down From The Bridge","Mazzy Star","0","44631687"
"Sua Mãe Vai Me Amar","Turma do Pagode","0","123274005"
"Wait for It","Original Broadway Cast of Hamilton","0","185779622"
"Drown","Bring Me The Horizon","0","164494520"
"Behind The Moon Shadow","Lamp","0","4689309"
"Crazy What Love Can Do - James Carter Remix","James Carter","0","2973664"
"CORAZÓN SIN VIDA","Aitana","0","77568225"
"Weekend","TAEYEON","0","49115912"
"Evangeline","Stephen Sanchez","0","1744837"
"Ginger (feat. Burna Boy)","Wizkid","0","62730125"
"Ready For Your Love","MNEK","0","114427052"
"Llovía","Canserbero","0","67264299"
"Ain't Always The Cowboy","Jon Pardi","0","73861507"
"Don't Leave Me Lonely","Clean Bandit","0","6550714"
"Geceler","Ezhel","0","112960387"
"Cookie Jar (feat. The-Dream)","Gym Class Heroes","0","43358465"
"Let It All Go","Birdy","0","202208930"
"I Like You (A Happier Song) (with Doja Cat)","Doja Cat","0","433087364"
"Sanguinarios Del M1","El Komander","0","72213068"
"CrasH","ScHoolboy Q","0","64127505"
"Run It Up","Bas","0","1805097"
"Bow Down","I Prevail","0","80477009"
"Año Sabático","Kenia OS","0","7968340"
